,Zip Code,Predicted Total Sales,Predicted Dollar/liter,Store Count,Area (sqkm),Stores per sqkm,Zip Sales - Total,Dollar per liter
12327,52746,48771.8762346,7.48986045067,,,,,
12328,52747,416858.813535,13.0349606751,1.0,56.094151,0.0178271706082,85790.28,11.6101628855
12340,52748,133041.317359,16.1853864267,4.0,107.004915,0.0373814604684,547009.14,13.24964975
12386,52749,70764.8825217,5.97232871259,,,,,
12387,52751,95764.1518869,10.2790194433,1.0,129.085616,0.00774679651372,33772.2,11.5186428191
12399,52752,188920.980773,10.6957573343,,,,,
12400,52753,189221.802847,12.601926457,5.0,68.492183,0.0730010313732,746949.08,20.1836780465
12440,52754,167443.723631,10.6506534423,,,,,
12441,52755,364892.290075,12.1277345129,,,,,
12442,52756,204984.229752,13.1953866506,,,,,
12443,52757,128033.455954,10.1046651825,,,,,
12444,52758,443768.295469,14.3979694832,,,,,
12445,52761,2147895.17055,13.6632973386,15.0,482.973608,0.0310575976648,1691438.33,13.1503689701
12598,52765,158652.366218,9.98438419937,,,,,
12599,52766,211969.870866,13.2703254437,,,,,
12600,52767,-269914.863362,13.4050122615,,,,,
12601,52768,238611.44647,10.5552592304,1.0,89.481384,0.0111755088634,19792.89,9.93813547833
12610,52769,27060.5649659,4.1706223269,,,,,
12612,52772,777514.133604,12.8039468418,3.0,342.328096,0.00876352258273,396586.02,13.1519330641
12645,52773,274542.36073,12.6282358892,,,,,
12646,52774,189339.461429,9.00431732844,,,,,
12647,52776,330098.67384,16.9296946906,3.0,219.678908,0.0136562951232,197166.16,15.5590508928
12675,52777,197563.397335,11.4773198474,1.0,139.946616,0.0071455818553,6258.28,11.4444444444
12682,52778,232726.257389,11.2472921471,2.0,215.972375,0.00926044360998,99498.0,11.1991301646
12703,52801,965046.100992,14.4754398909,,,,,
12704,52802,928020.810452,13.8264824505,8.0,29.294412,0.273089625421,1190381.21,13.450910239
12799,52803,1720034.58019,15.7617506506,6.0,14.068035,0.42649879674,1188641.0,16.1943279572
12860,52804,2671336.67277,15.3106007111,11.0,88.861422,0.123788250879,2785141.38,15.9661194932
12989,52806,3030459.79249,14.0334990282,8.0,79.448284,0.10069443413,2171294.34,13.0071756809
13076,52807,970165.748496,15.1935963347,9.0,76.46944,0.117694074914,1230843.0,15.8835503373
