,Zip Code,Stores per Zip,Store Number,Year,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Area,Total Pop,Median HH Inc,Per Capita Inc,White,Afr Amer,Native Amer,Asian Amer,Pac Islander,Other,Bi- Multi-Racial,Hispanic or Latino,Med Age,<5 years,5-17 yrs,18-20 yrs,21-24 yrs,25-34 yrs,35-44 yrs,45-54 yrs,55-59 yrs,60-64 yrs,65-74 yrs,78-84 yrs,85+ yrs,% P16+ in labor force,Total # Homes Owned,Med. Home Value,Tot Housing units,Owner occupied housing units,Renter occupied housing units,households,Family households,Married-couple family households,Single mother households,Nonfamily households,Single Occupancy,Avg HH Size,Avg Family Size,Pop Below Poverty Level,% P25+ HS Grad,% P25-54 BA+,21-54 years,21+ years,P21-54/Stores/Zip,P21+/Stores/Zip
2182,52402,55,5047,2015,36,795.06,36.0,52402,39913.0,47706.0,23656.0,37029.0,1160.0,72.0,792.0,15.0,218.0,627.0,681.0,34.0,2893.0,6728.0,2319.0,2512.0,6144.0,6323.0,5110.0,1658.0,1357.0,2463.0,1751.0,655.0,73.8,10047.0,103800.0,17034.0,11328.0,5009.0,16337.0,10058.0,8234.0,1346.0,6279.0,5027.0,2.34,2.97,38269.0,93.8,35.8,20089.0,27973.0,365.254545455,508.6
2184,52402,55,5074,2015,157,3115.75,107.63,52402,39913.0,47706.0,23656.0,37029.0,1160.0,72.0,792.0,15.0,218.0,627.0,681.0,34.0,2893.0,6728.0,2319.0,2512.0,6144.0,6323.0,5110.0,1658.0,1357.0,2463.0,1751.0,655.0,73.8,10047.0,103800.0,17034.0,11328.0,5009.0,16337.0,10058.0,8234.0,1346.0,6279.0,5027.0,2.34,2.97,38269.0,93.8,35.8,20089.0,27973.0,365.254545455,508.6
2186,52402,55,5084,2015,144,1284.0,74.85,52402,39913.0,47706.0,23656.0,37029.0,1160.0,72.0,792.0,15.0,218.0,627.0,681.0,34.0,2893.0,6728.0,2319.0,2512.0,6144.0,6323.0,5110.0,1658.0,1357.0,2463.0,1751.0,655.0,73.8,10047.0,103800.0,17034.0,11328.0,5009.0,16337.0,10058.0,8234.0,1346.0,6279.0,5027.0,2.34,2.97,38269.0,93.8,35.8,20089.0,27973.0,365.254545455,508.6
2187,52402,55,5097,2015,641,8452.3,597.75,52402,39913.0,47706.0,23656.0,37029.0,1160.0,72.0,792.0,15.0,218.0,627.0,681.0,34.0,2893.0,6728.0,2319.0,2512.0,6144.0,6323.0,5110.0,1658.0,1357.0,2463.0,1751.0,655.0,73.8,10047.0,103800.0,17034.0,11328.0,5009.0,16337.0,10058.0,8234.0,1346.0,6279.0,5027.0,2.34,2.97,38269.0,93.8,35.8,20089.0,27973.0,365.254545455,508.6
2189,52402,55,5168,2015,731,6055.1,261.15,52402,39913.0,47706.0,23656.0,37029.0,1160.0,72.0,792.0,15.0,218.0,627.0,681.0,34.0,2893.0,6728.0,2319.0,2512.0,6144.0,6323.0,5110.0,1658.0,1357.0,2463.0,1751.0,655.0,73.8,10047.0,103800.0,17034.0,11328.0,5009.0,16337.0,10058.0,8234.0,1346.0,6279.0,5027.0,2.34,2.97,38269.0,93.8,35.8,20089.0,27973.0,365.254545455,508.6
2192,52403,12,2588,2015,5627,92001.25,5842.38,52403,24776.0,46361.0,27460.0,22155.0,1557.0,49.0,290.0,7.0,171.0,547.0,465.0,38.1,1657.0,4583.0,791.0,1034.0,3178.0,3771.0,3700.0,1246.0,1004.0,1751.0,1455.0,606.0,66.8,6587.0,102500.0,10629.0,7345.0,2805.0,10150.0,6497.0,5267.0,931.0,3653.0,3046.0,2.4,3.0,24472.0,90.6,36.3,11683.0,17745.0,973.583333333,1478.75
2194,52403,12,2841,2015,919,12938.88,1136.0,52403,24776.0,46361.0,27460.0,22155.0,1557.0,49.0,290.0,7.0,171.0,547.0,465.0,38.1,1657.0,4583.0,791.0,1034.0,3178.0,3771.0,3700.0,1246.0,1004.0,1751.0,1455.0,606.0,66.8,6587.0,102500.0,10629.0,7345.0,2805.0,10150.0,6497.0,5267.0,931.0,3653.0,3046.0,2.4,3.0,24472.0,90.6,36.3,11683.0,17745.0,973.583333333,1478.75
2196,52403,12,4491,2015,574,4665.86,347.4,52403,24776.0,46361.0,27460.0,22155.0,1557.0,49.0,290.0,7.0,171.0,547.0,465.0,38.1,1657.0,4583.0,791.0,1034.0,3178.0,3771.0,3700.0,1246.0,1004.0,1751.0,1455.0,606.0,66.8,6587.0,102500.0,10629.0,7345.0,2805.0,10150.0,6497.0,5267.0,931.0,3653.0,3046.0,2.4,3.0,24472.0,90.6,36.3,11683.0,17745.0,973.583333333,1478.75
2198,52403,12,4660,2015,1257,7868.7,464.76,52403,24776.0,46361.0,27460.0,22155.0,1557.0,49.0,290.0,7.0,171.0,547.0,465.0,38.1,1657.0,4583.0,791.0,1034.0,3178.0,3771.0,3700.0,1246.0,1004.0,1751.0,1455.0,606.0,66.8,6587.0,102500.0,10629.0,7345.0,2805.0,10150.0,6497.0,5267.0,931.0,3653.0,3046.0,2.4,3.0,24472.0,90.6,36.3,11683.0,17745.0,973.583333333,1478.75
2200,52403,12,4950,2015,555,4532.63,306.89,52403,24776.0,46361.0,27460.0,22155.0,1557.0,49.0,290.0,7.0,171.0,547.0,465.0,38.1,1657.0,4583.0,791.0,1034.0,3178.0,3771.0,3700.0,1246.0,1004.0,1751.0,1455.0,606.0,66.8,6587.0,102500.0,10629.0,7345.0,2805.0,10150.0,6497.0,5267.0,931.0,3653.0,3046.0,2.4,3.0,24472.0,90.6,36.3,11683.0,17745.0,973.583333333,1478.75
2202,52403,12,5025,2015,504,2051.52,157.5,52403,24776.0,46361.0,27460.0,22155.0,1557.0,49.0,290.0,7.0,171.0,547.0,465.0,38.1,1657.0,4583.0,791.0,1034.0,3178.0,3771.0,3700.0,1246.0,1004.0,1751.0,1455.0,606.0,66.8,6587.0,102500.0,10629.0,7345.0,2805.0,10150.0,6497.0,5267.0,931.0,3653.0,3046.0,2.4,3.0,24472.0,90.6,36.3,11683.0,17745.0,973.583333333,1478.75
2204,52404,46,2509,2015,4103,49849.04,3810.9,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2206,52404,46,2552,2015,8858,103607.79,8003.31,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2208,52404,46,2846,2015,595,7393.12,705.87,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2210,52404,46,3618,2015,4560,64153.98,5262.0,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2212,52404,46,3666,2015,1878,30745.8,1977.0,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2214,52404,46,4162,2015,1316,19106.67,1434.5,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2216,52404,46,4288,2015,632,6590.5,327.27,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2217,52404,46,4488,2015,107,704.36,71.0,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2218,52404,46,4490,2015,1116,8556.92,525.22,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2220,52404,46,4492,2015,572,4376.09,279.17,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2222,52404,46,4493,2015,443,4565.55,305.47,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2224,52404,46,4566,2015,1147,10539.77,757.68,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2226,52404,46,4637,2015,993,6735.91,518.04,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2228,52404,46,4745,2015,330,4515.9,307.5,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2230,52404,46,4852,2015,213,2630.45,181.03,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2232,52404,46,4860,2015,2361,21244.52,890.65,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2233,52404,46,4861,2015,611,5796.19,421.46,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2235,52404,46,4921,2015,695,4792.44,316.46,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2237,52404,46,5023,2015,444,1525.44,114.9,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2239,52404,46,5024,2015,432,1473.48,124.5,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2241,52404,46,5061,2015,318,2882.76,197.1,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2243,52404,46,5073,2015,660,7409.64,497.7,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2245,52404,46,5172,2015,1353,12160.93,588.9,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2247,52404,46,5207,2015,395,3197.95,135.06,52404,32016.0,39840.0,19841.0,29829.0,823.0,113.0,481.0,32.0,185.0,553.0,547.0,33.4,2263.0,5397.0,2047.0,2051.0,4968.0,4720.0,3918.0,1423.0,1162.0,2096.0,1457.0,514.0,72.6,6994.0,87700.0,14066.0,9083.0,4334.0,13417.0,8093.0,5983.0,1565.0,5324.0,3941.0,2.34,2.9,31313.0,86.8,15.6,15657.0,22309.0,340.369565217,484.97826087
2250,52405,24,2508,2015,7880,115732.8,7862.83,52405,25130.0,45929.0,21012.0,23722.0,513.0,61.0,367.0,17.0,78.0,372.0,321.0,35.7,1737.0,4505.0,919.0,1341.0,3750.0,3965.0,3379.0,1145.0,984.0,1594.0,1320.0,491.0,72.2,7055.0,92800.0,10744.0,7498.0,2721.0,10219.0,6828.0,5376.0,1044.0,3391.0,2695.0,2.42,2.93,24728.0,90.1,24.0,12435.0,17969.0,518.125,748.708333333
2252,52405,24,2529,2015,3151,35599.6,3709.64,52405,25130.0,45929.0,21012.0,23722.0,513.0,61.0,367.0,17.0,78.0,372.0,321.0,35.7,1737.0,4505.0,919.0,1341.0,3750.0,3965.0,3379.0,1145.0,984.0,1594.0,1320.0,491.0,72.2,7055.0,92800.0,10744.0,7498.0,2721.0,10219.0,6828.0,5376.0,1044.0,3391.0,2695.0,2.42,2.93,24728.0,90.1,24.0,12435.0,17969.0,518.125,748.708333333
2254,52405,24,3890,2015,2455,16125.57,1094.88,52405,25130.0,45929.0,21012.0,23722.0,513.0,61.0,367.0,17.0,78.0,372.0,321.0,35.7,1737.0,4505.0,919.0,1341.0,3750.0,3965.0,3379.0,1145.0,984.0,1594.0,1320.0,491.0,72.2,7055.0,92800.0,10744.0,7498.0,2721.0,10219.0,6828.0,5376.0,1044.0,3391.0,2695.0,2.42,2.93,24728.0,90.1,24.0,12435.0,17969.0,518.125,748.708333333
2256,52405,24,3912,2015,2229,14785.72,993.94,52405,25130.0,45929.0,21012.0,23722.0,513.0,61.0,367.0,17.0,78.0,372.0,321.0,35.7,1737.0,4505.0,919.0,1341.0,3750.0,3965.0,3379.0,1145.0,984.0,1594.0,1320.0,491.0,72.2,7055.0,92800.0,10744.0,7498.0,2721.0,10219.0,6828.0,5376.0,1044.0,3391.0,2695.0,2.42,2.93,24728.0,90.1,24.0,12435.0,17969.0,518.125,748.708333333
2258,52405,24,4176,2015,1443,12665.97,953.75,52405,25130.0,45929.0,21012.0,23722.0,513.0,61.0,367.0,17.0,78.0,372.0,321.0,35.7,1737.0,4505.0,919.0,1341.0,3750.0,3965.0,3379.0,1145.0,984.0,1594.0,1320.0,491.0,72.2,7055.0,92800.0,10744.0,7498.0,2721.0,10219.0,6828.0,5376.0,1044.0,3391.0,2695.0,2.42,2.93,24728.0,90.1,24.0,12435.0,17969.0,518.125,748.708333333
2260,52405,24,4489,2015,271,3111.41,277.9,52405,25130.0,45929.0,21012.0,23722.0,513.0,61.0,367.0,17.0,78.0,372.0,321.0,35.7,1737.0,4505.0,919.0,1341.0,3750.0,3965.0,3379.0,1145.0,984.0,1594.0,1320.0,491.0,72.2,7055.0,92800.0,10744.0,7498.0,2721.0,10219.0,6828.0,5376.0,1044.0,3391.0,2695.0,2.42,2.93,24728.0,90.1,24.0,12435.0,17969.0,518.125,748.708333333
2262,52405,24,4635,2015,338,2135.12,132.94,52405,25130.0,45929.0,21012.0,23722.0,513.0,61.0,367.0,17.0,78.0,372.0,321.0,35.7,1737.0,4505.0,919.0,1341.0,3750.0,3965.0,3379.0,1145.0,984.0,1594.0,1320.0,491.0,72.2,7055.0,92800.0,10744.0,7498.0,2721.0,10219.0,6828.0,5376.0,1044.0,3391.0,2695.0,2.42,2.93,24728.0,90.1,24.0,12435.0,17969.0,518.125,748.708333333
2264,52405,24,4662,2015,958,7721.42,625.35,52405,25130.0,45929.0,21012.0,23722.0,513.0,61.0,367.0,17.0,78.0,372.0,321.0,35.7,1737.0,4505.0,919.0,1341.0,3750.0,3965.0,3379.0,1145.0,984.0,1594.0,1320.0,491.0,72.2,7055.0,92800.0,10744.0,7498.0,2721.0,10219.0,6828.0,5376.0,1044.0,3391.0,2695.0,2.42,2.93,24728.0,90.1,24.0,12435.0,17969.0,518.125,748.708333333
2266,52405,24,4788,2015,285,3784.86,303.75,52405,25130.0,45929.0,21012.0,23722.0,513.0,61.0,367.0,17.0,78.0,372.0,321.0,35.7,1737.0,4505.0,919.0,1341.0,3750.0,3965.0,3379.0,1145.0,984.0,1594.0,1320.0,491.0,72.2,7055.0,92800.0,10744.0,7498.0,2721.0,10219.0,6828.0,5376.0,1044.0,3391.0,2695.0,2.42,2.93,24728.0,90.1,24.0,12435.0,17969.0,518.125,748.708333333
2268,52405,24,4790,2015,177,1528.33,98.95,52405,25130.0,45929.0,21012.0,23722.0,513.0,61.0,367.0,17.0,78.0,372.0,321.0,35.7,1737.0,4505.0,919.0,1341.0,3750.0,3965.0,3379.0,1145.0,984.0,1594.0,1320.0,491.0,72.2,7055.0,92800.0,10744.0,7498.0,2721.0,10219.0,6828.0,5376.0,1044.0,3391.0,2695.0,2.42,2.93,24728.0,90.1,24.0,12435.0,17969.0,518.125,748.708333333
2270,52405,24,4956,2015,883,7224.64,467.77,52405,25130.0,45929.0,21012.0,23722.0,513.0,61.0,367.0,17.0,78.0,372.0,321.0,35.7,1737.0,4505.0,919.0,1341.0,3750.0,3965.0,3379.0,1145.0,984.0,1594.0,1320.0,491.0,72.2,7055.0,92800.0,10744.0,7498.0,2721.0,10219.0,6828.0,5376.0,1044.0,3391.0,2695.0,2.42,2.93,24728.0,90.1,24.0,12435.0,17969.0,518.125,748.708333333
2272,52405,24,5176,2015,681,4325.65,295.68,52405,25130.0,45929.0,21012.0,23722.0,513.0,61.0,367.0,17.0,78.0,372.0,321.0,35.7,1737.0,4505.0,919.0,1341.0,3750.0,3965.0,3379.0,1145.0,984.0,1594.0,1320.0,491.0,72.2,7055.0,92800.0,10744.0,7498.0,2721.0,10219.0,6828.0,5376.0,1044.0,3391.0,2695.0,2.42,2.93,24728.0,90.1,24.0,12435.0,17969.0,518.125,748.708333333
2274,52411,2,2647,2015,6745,113193.97,6584.19,52411,5587.0,80059.0,36304.0,5414.0,30.0,5.0,81.0,0.0,9.0,48.0,50.0,37.9,423.0,1319.0,166.0,92.0,497.0,1142.0,1113.0,343.0,224.0,185.0,74.0,9.0,75.7,1680.0,208300.0,1899.0,1814.0,40.0,1854.0,1659.0,1580.0,50.0,195.0,157.0,3.01,3.21,5529.0,97.1,52.2,2844.0,3679.0,1422.0,1839.5
2276,52501,21,2543,2015,4620,61929.58,4136.87,52501,30595.0,31863.0,16557.0,29321.0,331.0,96.0,218.0,7.0,367.0,255.0,761.0,39.0,1843.0,5220.0,1573.0,1525.0,3506.0,4407.0,4104.0,1526.0,1344.0,2702.0,1994.0,851.0,61.4,7686.0,50700.0,13481.0,9381.0,3184.0,12565.0,8219.0,6447.0,1316.0,4346.0,3637.0,2.35,2.88,29597.0,80.9,15.5,13542.0,21959.0,644.857142857,1045.66666667
2278,52501,21,2596,2015,2493,30207.68,2737.63,52501,30595.0,31863.0,16557.0,29321.0,331.0,96.0,218.0,7.0,367.0,255.0,761.0,39.0,1843.0,5220.0,1573.0,1525.0,3506.0,4407.0,4104.0,1526.0,1344.0,2702.0,1994.0,851.0,61.4,7686.0,50700.0,13481.0,9381.0,3184.0,12565.0,8219.0,6447.0,1316.0,4346.0,3637.0,2.35,2.88,29597.0,80.9,15.5,13542.0,21959.0,644.857142857,1045.66666667
2280,52501,21,2611,2015,3175,36242.75,2620.59,52501,30595.0,31863.0,16557.0,29321.0,331.0,96.0,218.0,7.0,367.0,255.0,761.0,39.0,1843.0,5220.0,1573.0,1525.0,3506.0,4407.0,4104.0,1526.0,1344.0,2702.0,1994.0,851.0,61.4,7686.0,50700.0,13481.0,9381.0,3184.0,12565.0,8219.0,6447.0,1316.0,4346.0,3637.0,2.35,2.88,29597.0,80.9,15.5,13542.0,21959.0,644.857142857,1045.66666667
2282,52501,21,3573,2015,4715,68700.69,4313.9,52501,30595.0,31863.0,16557.0,29321.0,331.0,96.0,218.0,7.0,367.0,255.0,761.0,39.0,1843.0,5220.0,1573.0,1525.0,3506.0,4407.0,4104.0,1526.0,1344.0,2702.0,1994.0,851.0,61.4,7686.0,50700.0,13481.0,9381.0,3184.0,12565.0,8219.0,6447.0,1316.0,4346.0,3637.0,2.35,2.88,29597.0,80.9,15.5,13542.0,21959.0,644.857142857,1045.66666667
2284,52501,21,3726,2015,1524,22019.1,1824.0,52501,30595.0,31863.0,16557.0,29321.0,331.0,96.0,218.0,7.0,367.0,255.0,761.0,39.0,1843.0,5220.0,1573.0,1525.0,3506.0,4407.0,4104.0,1526.0,1344.0,2702.0,1994.0,851.0,61.4,7686.0,50700.0,13481.0,9381.0,3184.0,12565.0,8219.0,6447.0,1316.0,4346.0,3637.0,2.35,2.88,29597.0,80.9,15.5,13542.0,21959.0,644.857142857,1045.66666667
2286,52501,21,3916,2015,1256,7762.55,610.65,52501,30595.0,31863.0,16557.0,29321.0,331.0,96.0,218.0,7.0,367.0,255.0,761.0,39.0,1843.0,5220.0,1573.0,1525.0,3506.0,4407.0,4104.0,1526.0,1344.0,2702.0,1994.0,851.0,61.4,7686.0,50700.0,13481.0,9381.0,3184.0,12565.0,8219.0,6447.0,1316.0,4346.0,3637.0,2.35,2.88,29597.0,80.9,15.5,13542.0,21959.0,644.857142857,1045.66666667
2288,52501,21,4069,2015,1034,19921.06,960.0,52501,30595.0,31863.0,16557.0,29321.0,331.0,96.0,218.0,7.0,367.0,255.0,761.0,39.0,1843.0,5220.0,1573.0,1525.0,3506.0,4407.0,4104.0,1526.0,1344.0,2702.0,1994.0,851.0,61.4,7686.0,50700.0,13481.0,9381.0,3184.0,12565.0,8219.0,6447.0,1316.0,4346.0,3637.0,2.35,2.88,29597.0,80.9,15.5,13542.0,21959.0,644.857142857,1045.66666667
2290,52501,21,4270,2015,312,2109.48,151.8,52501,30595.0,31863.0,16557.0,29321.0,331.0,96.0,218.0,7.0,367.0,255.0,761.0,39.0,1843.0,5220.0,1573.0,1525.0,3506.0,4407.0,4104.0,1526.0,1344.0,2702.0,1994.0,851.0,61.4,7686.0,50700.0,13481.0,9381.0,3184.0,12565.0,8219.0,6447.0,1316.0,4346.0,3637.0,2.35,2.88,29597.0,80.9,15.5,13542.0,21959.0,644.857142857,1045.66666667
