Area,Total Pop,Median HH Inc,Per Capita Inc,White,Afr Amer,Native Amer,Asian Amer,Pac Islander,Other,Bi- Multi-Racial,Hispanic or Latino,Med Age,<5 years,5-17 yrs,18-20 yrs,21-24 yrs,25-34 yrs,35-44 yrs,45-54 yrs,55-59 yrs,60-64 yrs,65-74 yrs,78-84 yrs,85+ yrs,% P16+ in labor force,Total # Homes Owned,Med. Home Value,Tot Housing units,Owner occupied housing units,Renter occupied housing units,households,Family households,Married-couple family households,Single mother households,Nonfamily households,Single Occupancy,Avg HH Size,Avg Family Size,Pop Below Poverty Level,% P25+ HS Grad,% P25-54 BA+
51040,"3,662","35,849","18,760","3,574",1,52,6,1,1,27,40,42.0,214,648,100,117,374,523,430,206,172,381,321,176,61.5%,937,"$63,000","1,727","1,149",404,"1,553",955,767,136,598,521,2.29,2.92,"3,469",80.6%,14.8%
51041,"6,602","40,356","17,036","6,437",28,6,62,1,36,32,70,28.4,414,1203,871,625,595,799,695,219,222,412,385,162,69.9%,1364,"$98,100","2,106","1,625",389,"2,014","1,551","1,450",78,463,437,2.7,3.16,"5,374",83.7%,30.1%
51044,283,"27,500","13,505",276,0,5,1,0,0,1,1,38.1,14,52,9,8,43,45,37,20,16,16,17,6,67.4%,40,"$41,000",136,88,29,117,86,64,13,31,27,2.42,2.78,264,80.7%,4.2%
51045,53,"54,167","21,264",53,0,0,0,0,0,0,0,31.5,5,4,4,0,17,3,9,3,3,4,1,0,96.2%,25,"$63,800",23,19,4,23,18,16,1,5,5,2.3,2.61,69,87.8%,0.0%
51046,"2,112","34,534","16,865","2,083",6,3,8,0,3,9,24,42.8,101,394,86,73,167,301,289,108,114,226,178,75,61.2%,570,"$52,900",937,696,180,876,608,543,39,268,250,2.37,2.89,"2,129",85.8%,15.5%
51047,774,"35,559","16,709",765,1,2,1,0,2,3,7,43.9,34,142,28,31,55,114,134,32,26,100,61,17,62.4%,184,"$37,700",372,255,78,333,229,203,16,104,95,2.26,2.76,824,90.0%,16.9%
51048,634,"36,667","16,270",623,1,0,2,0,1,7,5,39.4,39,124,13,32,60,104,66,32,30,76,41,17,66.3%,129,"$49,500",285,202,51,253,186,161,13,67,60,2.51,2.93,582,88.1%,16.8%
51049,693,"30,769","14,139",684,2,0,2,0,4,1,7,41.0,41,133,22,40,67,92,111,45,29,64,39,10,63.3%,157,"$40,300",305,210,70,280,203,174,19,77,63,2.48,2.86,641,88.1%,13.3%
51050,"2,938","38,646","16,423","2,919",3,0,3,0,3,10,8,36.8,204,699,105,78,309,428,371,133,94,219,205,93,67.3%,535,"$80,800","1,109",821,236,"1,057",772,691,44,285,256,2.72,3.28,"2,845",86.0%,13.6%
51051,82,"25,000","14,791",81,0,1,0,0,0,0,0,34.5,7,15,1,3,16,9,10,5,3,5,7,1,58.1%,24,"$20,000",43,33,4,37,21,17,3,16,15,2.22,2.95,76,72.4%,3.4%
51052,"1,050","40,000","20,229","1,035",0,7,4,0,1,3,6,37.3,57,251,29,26,126,181,157,52,36,68,54,13,73.5%,251,"$94,700",436,332,72,404,289,247,28,115,100,2.6,3.1,"1,131",84.7%,17.0%
51053,"1,257","34,808","14,594","1,222",2,2,2,1,16,12,35,38.7,91,269,44,47,118,190,165,62,49,109,84,29,70.0%,313,"$51,700",531,389,105,494,351,296,34,143,124,2.54,3.05,"1,265",90.9%,14.9%
51054,"4,062","50,255","19,837","3,862",30,31,68,0,25,46,69,33.2,312,985,192,160,508,706,600,158,141,191,85,24,78.4%,761,"$123,300","1,460","1,034",375,"1,409","1,114",903,162,295,246,2.87,3.22,"4,017",91.0%,20.6%
51055,"1,375","39,276","18,351","1,345",1,12,3,0,0,14,11,39.4,85,277,61,38,137,214,209,65,67,102,103,17,68.6%,352,"$85,000",591,423,140,563,393,332,41,170,161,2.44,3,"1,325",94.6%,15.2%
51056,503,"42,625","16,676",498,0,2,1,0,1,1,2,42.8,21,98,12,14,49,70,87,29,26,48,36,13,63.1%,93,"$46,400",237,172,38,210,156,132,14,54,50,2.4,2.79,546,74.5%,9.5%
51058,"1,073","33,542","15,994","1,058",1,6,0,0,2,6,4,45.8,48,183,33,25,84,144,172,53,52,123,102,54,54.3%,307,"$37,500",516,384,80,464,314,273,25,150,139,2.25,2.76,973,83.4%,11.4%
51059,258,"37,639","17,960",257,0,1,0,0,0,0,0,43.8,15,41,5,13,21,39,41,21,15,27,16,4,72.1%,52,"$33,000",117,76,31,107,81,69,6,26,17,2.41,2.7,292,92.5%,25.7%
51060,682,"32,375","16,493",679,1,0,0,0,0,2,2,46.8,29,120,13,15,46,102,77,42,58,111,43,26,55.2%,187,"$40,600",339,243,62,305,208,180,18,97,85,2.24,2.7,649,78.1%,7.4%
51061,516,"32,206","13,580",515,0,0,1,0,0,0,2,38.5,42,103,14,21,59,61,70,40,28,42,33,3,62.7%,105,"$35,300",225,152,50,202,138,118,9,64,51,2.55,3.1,554,87.1%,13.8%
51062,696,"42,386","19,089",670,1,10,2,0,3,10,7,39.3,31,147,24,17,76,121,108,35,39,66,22,10,77.2%,91,"$68,800",286,211,53,264,201,170,20,63,49,2.64,3.01,673,80.9%,14.9%
51063,"1,076","36,438","16,584","1,058",0,8,0,0,2,8,11,40.0,65,217,37,44,95,189,133,48,40,89,90,29,63.8%,241,"$61,800",468,327,110,437,297,251,38,140,124,2.46,3.02,"1,056",87.5%,15.8%
51101,844,"10,745","9,462",593,82,72,15,0,64,18,148,37.4,45,91,51,68,144,136,100,26,26,78,56,23,35.5%,7,"$32,500",423,15,371,386,101,47,43,285,267,1.6,2.85,534,62.9%,7.2%
51103,"17,494","32,652","14,974","13,466",850,655,613,4,"1,302",604,"2,757",31.9,1503,3633,868,990,2495,2414,2142,692,563,1086,803,305,66.0%,3739,"$61,000","6,574","3,997","2,195","6,192","4,250","2,886","1,038","1,942","1,531",2.74,3.27,"17,103",70.9%,7.5%
51104,"22,132","46,380","24,433","19,903",376,209,609,11,688,336,"1,532",35.4,1591,4256,939,1183,2988,3244,3019,960,747,1505,1186,514,68.5%,5526,"$89,800","9,043","5,784","2,780","8,564","5,596","4,471",802,"2,968","2,481",2.51,3.12,"21,713",87.0%,33.0%
51105,"11,947","26,972","12,679","7,984",440,494,841,9,"1,643",536,"3,187",29.4,1183,2401,592,866,1995,1669,1347,421,358,608,394,113,64.1%,1409,"$49,400","4,666","2,082","2,197","4,279","2,627","1,629",668,"1,652","1,274",2.75,3.43,"11,951",59.3%,4.7%
51106,"27,003","42,413","19,790","25,267",247,160,290,3,671,365,"1,336",34.3,1948,4945,1568,1698,3569,3795,3453,1202,1023,1847,1410,545,71.9%,6836,"$83,800","10,652","7,551","2,780","10,331","7,060","5,655","1,048","3,271","2,642",2.51,3.02,"25,803",88.9%,23.6%
51108,"5,468","40,292","20,119","5,245",21,36,20,6,90,50,204,37.2,387,1091,187,216,673,861,871,271,212,393,238,68,73.0%,1138,"$77,400","2,196","1,826",256,"2,082","1,523","1,244",204,559,450,2.61,3.06,"5,326",88.1%,17.8%
51109,"2,947","38,051","18,846","2,783",40,34,16,0,27,47,113,37.0,178,544,113,150,397,475,395,147,116,243,150,39,66.0%,794,"$64,200","1,273",904,312,"1,216",788,605,133,428,357,2.42,2.99,"2,955",74.9%,10.2%
51111,140,"48,333","12,658",121,0,12,4,0,0,3,10,30.7,13,28,5,10,22,24,21,7,5,5,0,0,86.7%,0,$0,58,2,46,48,37,23,9,11,8,2.69,3.05,111,93.6%,10.3%
51201,"6,245","35,903","17,220","6,096",22,9,44,0,47,27,137,37.6,414,1153,338,290,713,934,755,274,284,507,391,192,67.3%,1434,"$78,800","2,563","1,737",671,"2,408","1,633","1,457",109,775,667,2.46,3.03,"5,939",79.2%,16.7%
51230,449,"44,643","14,446",440,0,8,0,0,0,1,0,30.4,41,117,12,19,68,58,48,17,17,28,19,5,80.1%,96,"$45,000",152,128,18,146,121,112,6,25,24,3.08,3.5,490,87.1%,14.8%
51231,280,"40,417","16,543",278,0,1,1,0,0,0,0,42.0,20,52,8,11,34,33,36,13,12,36,19,6,74.7%,61,"$40,600",127,96,14,110,85,75,4,25,23,2.55,2.94,246,86.1%,4.2%
51232,"1,017","40,526","17,709","1,007",2,1,1,0,0,6,5,36.5,74,216,40,41,108,162,121,52,54,70,56,23,71.2%,240,"$47,600",406,320,60,380,285,255,15,95,88,2.66,3.13,932,83.8%,8.2%
51234,"1,240","40,227","15,853","1,223",2,0,5,0,8,2,22,36.2,91,270,47,63,126,194,152,59,52,94,66,26,73.8%,279,"$64,000",471,378,79,457,358,327,19,99,91,2.71,3.15,"1,206",78.4%,12.1%
51235,"1,100","40,046","13,505","1,095",0,1,1,0,3,0,6,31.0,97,273,46,53,137,165,129,33,43,82,35,7,77.1%,192,"$71,500",385,317,49,366,299,283,10,67,58,3.01,3.41,"1,089",78.8%,7.2%
51237,"1,775","32,261","15,799","1,766",2,0,0,0,2,5,6,43.8,86,335,48,59,149,237,228,64,99,233,160,77,61.9%,464,"$50,900",815,586,148,734,494,458,28,240,231,2.35,2.96,"1,795",74.7%,15.6%
51238,"1,244","38,347","16,454","1,210",0,7,5,0,11,11,13,36.7,102,275,50,44,124,190,140,48,80,98,76,17,71.5%,312,"$60,000",475,380,71,451,348,324,13,103,92,2.76,3.21,"1,237",82.0%,11.1%
51239,"2,931","41,875","15,891","2,810",4,0,27,0,74,16,131,32.4,259,704,128,120,355,379,351,116,105,187,150,77,72.3%,615,"$78,200",995,830,133,963,783,744,25,180,167,2.98,3.41,"2,933",80.0%,15.2%
51240,"1,831","35,000","14,110","1,798",4,4,2,0,11,12,25,34.2,153,417,75,84,204,260,200,70,72,145,92,59,69.2%,355,"$72,300",672,508,117,625,482,437,29,143,135,2.86,3.35,"1,736",80.5%,11.0%
51241,"1,671","45,602","19,347","1,658",0,1,4,0,0,8,6,36.0,107,372,71,74,191,253,231,78,62,109,93,30,77.4%,348,"$79,000",646,529,88,617,479,426,27,138,124,2.71,3.13,"1,713",83.9%,14.0%
51242,211,"38,750","17,092",209,0,0,0,0,0,2,0,35.1,18,33,14,16,24,28,29,6,6,19,15,3,76.1%,68,"$75,000",89,76,8,84,59,54,4,25,22,2.51,3.08,192,79.0%,6.5%
51243,907,"35,000","15,025",905,0,0,2,0,0,0,0,38.6,57,192,29,32,99,102,129,44,46,87,63,27,69.4%,214,"$38,200",388,287,62,349,254,237,10,95,83,2.6,3.1,881,74.5%,12.6%
51244,45,"43,333","14,746",45,0,0,0,0,0,0,0,31.8,7,8,1,2,9,7,3,4,0,2,0,2,81.5%,14,"$45,000",15,14,1,15,14,14,0,1,1,3,3.14,39,100.0%,0.0%
51245,"1,272","32,740","18,334","1,248",4,2,13,0,1,4,9,44.1,60,235,40,35,103,178,173,60,70,156,121,41,56.3%,364,"$42,300",590,416,101,517,340,297,28,177,160,2.32,2.93,"1,174",80.7%,16.0%
51246,"3,786","36,229","16,666","3,755",4,3,10,1,1,12,8,40.4,224,755,123,147,372,536,506,159,150,357,322,135,64.3%,978,"$66,300","1,602","1,182",316,"1,498","1,068",958,80,430,397,2.46,2.99,"3,644",78.6%,17.5%
51247,"4,422","40,844","17,972","4,361",5,2,11,0,26,17,50,35.8,312,951,212,220,468,617,501,200,163,405,258,115,70.5%,929,"$81,400","1,691","1,306",299,"1,605","1,177","1,085",63,428,395,2.67,3.23,"4,183",73.5%,14.6%
51248,"1,931","37,845","17,469","1,918",1,2,3,0,2,5,6,42.8,90,386,60,71,164,263,243,96,89,219,159,91,66.3%,509,"$64,300",794,598,149,747,540,504,28,207,189,2.48,2.98,"1,856",77.7%,13.2%
51249,"3,710","34,886","16,938","3,621",6,11,9,1,43,19,81,40.6,218,703,140,133,367,580,421,197,160,335,303,153,63.8%,1006,"$63,600","1,605","1,122",376,"1,498","1,017",886,92,481,444,2.4,2.98,"3,618",79.1%,15.3%
51250,"7,285","43,391","16,019","7,063",9,6,58,2,106,41,295,26.4,452,1349,1042,699,678,879,742,253,223,435,381,152,72.5%,1383,"$106,500","2,326","1,728",486,"2,214","1,696","1,578",92,518,453,2.75,3.2,"6,246",80.6%,26.7%
51301,"12,885","35,430","20,031","12,583",28,15,135,5,40,79,168,39.2,798,2307,475,633,1458,2010,1719,592,531,1060,897,405,69.5%,3103,"$80,900","5,791","3,633","1,815","5,448","3,470","2,896",401,"1,978","1,717",2.31,2.9,"12,536",88.0%,17.0%
51331,"1,031","34,792","23,593","1,003",3,9,1,1,0,14,1,46.1,43,124,19,51,127,125,159,80,76,127,76,24,66.6%,283,"$86,600",841,401,105,506,311,266,31,195,163,2.04,2.52,"1,020",87.8%,15.0%
51333,607,"40,341","15,007",602,0,0,3,0,0,2,0,40.0,24,140,16,22,63,109,94,31,23,57,23,5,80.1%,104,"$44,000",251,172,54,226,182,169,6,44,37,2.69,3.02,581,83.2%,13.6%
51334,"8,132","32,154","16,549","7,869",24,19,30,1,136,53,451,38.5,454,1535,509,403,825,1117,1017,348,375,666,605,278,65.7%,1955,"$56,100","3,507","2,366",875,"3,241","2,093","1,724",281,"1,148",990,2.36,2.94,"7,560",81.2%,13.1%
51338,"1,114","36,500","18,171","1,108",0,0,0,0,0,6,2,38.2,70,248,39,43,117,181,175,45,52,68,62,14,70.8%,243,"$61,300",476,338,104,442,316,277,22,126,114,2.52,3.03,"1,131",90.6%,16.8%
51341,36,"21,875","10,311",35,0,0,0,0,0,1,0,40.0,2,7,0,4,3,6,3,1,2,3,4,1,92.6%,8,"$20,000",17,12,4,16,14,9,3,2,2,2.25,2.29,36,78.6%,14.3%
51342,"1,301","30,500","15,744","1,288",1,6,0,0,0,6,8,39.9,77,254,41,48,149,171,174,61,74,140,83,29,63.8%,355,"$46,400",599,424,126,550,367,317,38,183,165,2.35,2.9,"1,231",84.6%,13.7%
51343,276,"33,409","20,923",274,2,0,0,0,0,0,0,39.3,17,53,8,12,26,50,59,15,12,12,7,5,74.2%,69,"$34,600",126,91,22,113,75,67,6,38,31,2.44,3.03,297,88.9%,9.6%
51344,106,"38,125","17,766",106,0,0,0,0,0,0,3,37.8,4,19,5,5,14,12,15,6,10,10,4,2,69.2%,28,"$37,500",44,38,4,42,33,29,3,9,6,2.52,2.76,112,79.1%,9.0%
51345,493,"36,042","16,127",476,0,1,4,0,4,8,13,37.9,24,111,24,20,48,90,66,25,19,41,19,6,64.7%,97,"$50,900",209,139,52,191,136,116,9,55,46,2.58,3.11,468,82.3%,8.9%
51346,"2,743","37,380","17,039","2,670",19,5,8,1,20,20,87,39.9,171,568,88,103,249,442,344,117,114,240,200,107,66.9%,693,"$50,300","1,198",838,239,"1,077",756,659,66,321,284,2.47,3,"2,806",81.0%,14.8%
51347,"1,443","38,482","17,945","1,425",2,0,2,0,3,11,20,41.4,87,239,45,54,166,196,205,59,59,158,122,53,64.1%,386,"$65,300",685,476,115,591,419,374,29,172,154,2.36,2.85,"1,376",85.9%,15.9%
51349,43,"19,625","15,335",42,0,1,0,0,0,0,0,53.8,1,3,1,0,3,9,5,2,5,7,4,3,70.0%,18,"$26,300",32,22,5,27,13,11,1,14,14,1.59,2.23,40,100.0%,0.0%
51350,483,"26,500","16,293",477,0,3,0,0,1,2,1,42.3,22,96,11,13,38,89,64,14,18,72,38,8,56.1%,123,"$30,200",230,170,33,203,137,127,5,66,61,2.38,2.99,460,74.8%,11.3%
51351,"4,173","38,843","20,435","4,130",9,7,12,0,5,10,24,41.8,231,733,143,180,411,606,602,244,187,453,276,107,66.4%,1039,"$91,000","2,699","1,348",445,"1,793","1,194",995,146,599,509,2.3,2.81,"4,107",90.3%,19.0%
51354,"1,136","32,419","12,859","1,122",1,1,0,0,7,5,21,38.6,66,254,36,42,108,196,140,61,43,105,66,19,62.3%,274,"$42,500",477,343,88,431,318,290,18,113,105,2.64,3.15,"1,131",83.4%,9.9%
51355,825,"38,482","28,627",815,1,6,0,0,0,3,5,49.8,25,85,25,36,79,93,138,55,65,135,78,11,57.5%,205,"$176,500",954,346,89,435,247,221,15,188,166,1.9,2.46,853,91.9%,34.4%
51357,754,"38,594","17,737",752,0,0,0,0,0,2,10,35.6,51,167,17,32,104,114,93,31,27,52,54,12,71.1%,183,"$47,600",334,218,80,298,206,169,23,92,82,2.53,3.07,744,85.6%,10.8%
51358,"1,329","32,024","16,851","1,294",1,3,7,0,6,18,16,42.5,76,221,44,64,124,189,164,69,70,161,110,37,60.3%,361,"$54,600",713,449,123,572,390,329,42,182,155,2.32,2.8,"1,357",88.4%,15.6%
51360,"7,899","41,272","23,145","7,833",13,10,9,0,6,28,51,43.7,428,1341,213,240,744,1125,1298,477,433,787,561,252,66.0%,2187,"$116,600","5,748","2,662",709,"3,371","2,292","1,984",238,"1,079",947,2.3,2.8,"7,803",89.2%,24.3%
51363,142,"35,000","25,486",141,0,0,1,0,0,0,3,39.5,9,28,7,3,13,24,16,14,8,13,5,2,65.2%,57,"$39,800",64,55,2,57,40,35,2,17,14,2.49,3.03,153,88.8%,2.6%
51364,784,"36,250","16,033",769,1,3,5,0,1,5,4,39.6,52,143,25,40,86,109,122,42,30,80,42,13,67.8%,145,"$43,400",329,219,82,301,215,193,13,86,77,2.48,2.95,696,87.5%,10.1%
51365,404,"39,327","14,786",395,0,7,0,0,2,0,12,38.0,21,90,15,17,41,62,59,17,12,36,25,9,66.7%,99,"$61,500",176,123,32,155,112,103,6,43,38,2.61,3.09,434,86.0%,17.6%
51366,443,"36,042","15,448",441,0,1,1,0,0,0,1,39.8,32,89,9,7,47,74,55,26,13,46,35,10,63.1%,102,"$42,000",200,144,36,180,124,111,7,56,49,2.46,3.02,472,92.6%,17.5%
51401,"12,288","40,078","19,999","12,129",18,10,54,1,32,44,66,38.1,760,2571,447,529,1319,1880,1544,512,476,1068,837,345,70.2%,2895,"$86,200","5,185","3,485","1,401","4,886","3,225","2,688",387,"1,661","1,452",2.46,3.07,"11,878",85.1%,18.9%
51430,879,"34,875","16,938",876,0,0,3,0,0,0,1,36.9,54,205,44,29,82,133,102,39,36,86,55,14,72.2%,168,"$61,300",334,257,56,313,244,220,15,69,64,2.81,3.25,921,83.5%,11.6%
51431,463,"31,328","14,889",457,0,0,1,0,0,5,0,41.0,20,107,9,18,39,77,62,18,25,37,43,8,66.8%,99,"$48,000",198,149,39,188,125,115,5,63,59,2.46,3.13,475,87.6%,9.4%
51433,743,"42,788","20,222",737,0,0,2,0,0,4,2,38.5,45,146,29,46,66,126,93,26,39,63,43,21,69.8%,154,"$45,500",318,231,64,295,201,169,19,94,80,2.52,3.08,742,80.5%,8.0%
51436,921,"35,197","16,672",913,2,1,3,0,0,2,3,39.1,53,210,23,30,84,155,121,43,29,79,63,31,68.9%,201,"$68,800",387,292,77,369,253,227,13,116,105,2.5,3.11,909,85.5%,15.7%
51439,"1,112","33,542","16,185","1,108",0,0,3,0,1,0,8,41.6,66,220,28,40,99,164,141,71,59,109,89,26,60.4%,280,"$35,400",527,370,108,478,314,277,22,164,152,2.33,2.93,"1,085",78.8%,11.4%
51440,432,"36,786","12,713",426,6,0,0,0,0,0,3,34.4,41,91,11,20,56,59,42,25,17,41,23,6,73.8%,95,"$43,800",170,141,21,162,112,96,10,50,47,2.67,3.29,443,76.3%,11.5%
51441,399,"38,333","15,467",380,0,2,0,0,8,9,14,38.4,21,87,13,15,39,56,71,24,20,32,17,4,70.1%,102,"$50,000",166,126,28,154,111,84,17,43,33,2.59,2.94,420,75.8%,4.0%
51442,"8,884","33,535","15,553","7,873",122,33,67,1,700,88,"1,365",36.0,604,1745,452,438,1083,1281,1075,419,323,639,553,272,65.5%,1728,"$73,700","3,490","2,182","1,056","3,238","2,202","1,785",266,"1,036",872,2.56,3.08,"8,558",75.3%,14.9%
51443,"1,897","38,235","17,477","1,884",2,3,3,0,0,5,3,38.4,93,394,72,70,212,333,285,95,77,128,117,21,66.0%,438,"$67,800",768,545,169,714,489,420,41,225,199,2.48,3.05,"1,792",83.4%,12.8%
51444,275,"45,000","17,775",275,0,0,0,0,0,0,0,35.3,24,58,9,11,34,51,18,17,7,23,20,3,75.9%,93,"$61,500",113,105,6,111,75,69,4,36,33,2.48,3.12,290,86.4%,9.5%
51445,"3,175","38,090","21,333","3,131",7,4,8,0,9,16,27,41.5,180,637,91,96,295,469,464,169,132,325,228,89,66.0%,730,"$64,700","1,448",918,397,"1,315",877,752,92,438,407,2.37,2.95,"3,147",85.6%,15.5%
51446,602,"30,789","14,969",598,1,1,0,0,0,2,9,42.5,32,115,12,17,61,92,73,32,34,74,46,14,67.5%,155,"$49,700",271,189,64,253,177,163,10,76,70,2.38,2.89,595,88.2%,16.6%
51447,249,"43,438","17,483",246,0,1,1,0,1,0,2,44.2,11,46,11,7,16,36,61,12,5,29,11,4,78.8%,44,"$54,000",106,75,24,99,72,67,3,27,19,2.52,2.93,253,91.5%,8.5%
51448,654,"35,430","19,658",633,1,4,1,0,10,5,11,41.9,39,116,25,20,67,86,117,36,24,69,45,10,63.0%,177,"$42,300",302,226,54,280,183,156,20,97,87,2.34,2.91,657,86.3%,9.3%
51449,"2,264","32,577","15,564","2,239",1,1,4,0,3,16,23,44.6,128,417,70,63,177,296,307,111,111,245,223,116,57.3%,573,"$53,300","1,060",736,214,950,606,525,62,344,310,2.29,2.91,"2,145",84.1%,12.9%
51450,"1,790","29,034","17,416","1,775",5,4,0,0,0,6,4,46.7,100,282,56,38,145,226,270,100,112,231,157,73,58.1%,508,"$62,700","1,121",607,177,784,521,457,50,263,235,2.24,2.76,"1,757",83.3%,10.5%
51451,148,"26,250","15,710",146,0,0,0,0,1,1,1,42.0,5,25,7,4,18,23,23,10,7,11,14,1,51.6%,64,"$19,500",75,62,7,69,40,36,2,29,26,2.14,2.88,107,67.8%,7.8%
51452,177,"30,000","13,082",175,0,0,0,0,0,2,0,34.8,11,38,5,11,24,25,22,11,2,17,10,1,70.9%,55,"$47,600",78,64,11,75,50,38,6,25,21,2.36,2.94,207,89.3%,7.1%
51453,869,"32,794","15,804",866,0,1,1,0,1,0,3,37.5,47,207,26,19,102,131,109,52,37,69,51,19,69.3%,249,"$38,600",392,285,67,352,231,208,17,121,109,2.47,3.11,857,86.6%,18.9%
51454,"1,608","33,850","13,430","1,578",3,5,0,0,4,18,6,39.0,111,341,45,46,156,237,199,83,86,136,109,59,66.2%,330,"$44,600",648,465,133,598,429,388,31,169,147,2.59,3.13,"1,515",85.9%,11.3%
51455,"2,381","33,469","16,533","2,355",1,3,11,0,5,6,16,40.8,121,522,73,58,191,375,271,120,117,226,205,102,67.4%,560,"$55,500","1,028",726,229,955,636,553,56,319,297,2.42,3.05,"2,286",80.7%,13.6%
51458,"1,694","34,107","16,106","1,682",6,0,3,1,0,2,7,41.8,92,342,53,41,165,238,201,90,60,168,157,87,58.8%,404,"$44,800",730,512,148,660,445,402,28,215,200,2.45,3.09,"1,677",84.3%,15.5%
51459,18,"30,938","12,609",18,0,0,0,0,0,0,0,31.0,2,5,1,0,2,5,1,0,0,0,2,0,83.3%,4,"$15,000",9,5,2,7,3,3,0,4,4,2.57,4.67,22,83.3%,0.0%
51461,"1,188","35,000","16,425","1,184",0,2,1,0,0,1,9,42.0,77,231,26,30,114,164,148,76,48,127,113,34,62.9%,318,"$47,100",544,394,100,494,348,309,24,146,136,2.4,2.91,"1,186",76.6%,7.8%
51462,"1,228","30,208","14,544","1,201",1,2,2,0,16,6,31,41.3,74,233,46,40,115,173,176,64,72,118,85,32,61.4%,289,"$44,500",579,383,124,507,345,297,32,162,143,2.42,2.97,"1,215",86.6%,14.1%
51463,652,"34,375","20,435",644,2,3,0,0,0,3,1,37.9,48,145,16,24,68,111,77,31,24,59,43,6,68.5%,118,"$63,200",263,212,40,252,179,168,7,73,65,2.59,3.17,642,79.7%,8.7%
51465,870,"33,810","14,994",854,4,0,3,0,9,0,13,37.1,47,210,32,26,89,135,114,41,41,68,53,14,73.8%,170,"$39,500",357,270,63,333,246,209,21,87,79,2.61,3.07,829,88.8%,8.2%
51466,"1,126","33,889","16,169","1,111",1,1,1,0,0,12,4,40.8,77,216,35,50,118,140,124,46,65,106,87,62,62.0%,297,"$55,600",453,354,74,428,292,252,27,136,122,2.47,3.07,"1,038",81.6%,10.7%
51467,596,"33,958","23,031",588,0,0,0,0,8,0,11,41.2,31,119,12,16,58,96,78,35,38,70,32,11,72.3%,138,"$63,200",258,187,57,244,178,166,5,66,59,2.44,2.9,580,92.3%,11.5%
51501,"34,258","34,139","15,982","32,091",432,176,210,7,805,537,"1,917",33.6,2597,6654,1470,1948,5202,5444,4204,1506,1307,2315,1306,305,67.9%,7527,"$68,300","14,158","8,762","4,584","13,346","8,828","5,945","2,117","4,518","3,659",2.54,3.07,"33,655",77.8%,8.3%
51502,137,"75,487","9,541",131,4,0,2,0,0,0,0,19.7,0,7,113,10,1,3,3,0,0,0,0,0,100.0%,0,$0,1,0,1,1,1,1,0,0,0,2,2,15,100.0%,24.1%
51503,"33,819","44,101","22,474","32,777",196,97,169,8,267,305,769,38.1,2055,6400,1519,1554,3802,5256,4898,1741,1449,2607,1801,737,67.8%,8312,"$109,600","13,785","9,299","3,749","13,048","9,228","7,426","1,342","3,820","3,176",2.51,2.99,"32,694",87.8%,21.4%
51510,"3,248","37,851","18,758","3,141",8,24,8,0,28,39,94,37.2,205,636,122,138,396,573,434,178,176,240,130,20,70.1%,871,"$70,400","1,292","1,058",163,"1,221",914,676,163,307,245,2.66,3.04,"3,239",79.9%,8.6%
51520,299,"33,250","12,677",265,0,1,0,0,29,4,35,36.1,25,54,8,19,40,50,44,21,16,15,7,0,66.0%,39,"$26,300",119,80,29,109,84,67,7,25,19,2.74,3.01,325,75.5%,10.9%
51521,"2,203","40,274","19,677","2,186",1,0,1,0,5,10,31,40.6,129,407,68,87,235,324,296,114,102,225,149,67,66.7%,527,"$76,200",927,658,216,874,642,550,57,232,206,2.47,2.91,"2,117",89.8%,15.4%
51523,310,"26,806","15,835",309,0,0,0,0,0,1,0,49.6,14,44,3,9,27,34,51,19,17,40,37,15,52.3%,87,"$45,000",198,116,30,146,94,81,6,52,49,2.12,2.69,358,87.3%,12.7%
51525,"1,094","46,111","18,867","1,082",0,0,2,0,2,8,0,40.8,64,210,44,27,112,161,192,49,42,107,64,22,76.4%,295,"$92,600",472,341,99,440,330,294,26,110,95,2.49,2.88,"1,099",90.5%,16.8%
51526,"1,719","60,100","25,153","1,693",2,7,5,0,1,11,21,41.1,77,334,71,59,155,289,340,111,86,124,61,12,75.9%,356,"$126,700",654,562,69,631,497,446,33,134,100,2.72,3.07,"1,715",84.3%,15.0%
51527,689,"40,662","13,862",673,0,4,1,0,10,1,12,35.9,58,165,20,19,71,126,86,25,27,51,33,8,71.5%,133,"$66,000",250,187,50,237,190,166,17,47,41,2.91,3.28,790,90.0%,13.2%
51528,"1,074","33,333","15,937","1,050",0,4,8,1,6,5,11,41.3,54,202,40,43,92,181,171,70,59,96,57,9,61.1%,224,"$42,300",460,323,107,430,312,266,25,118,101,2.5,2.92,"1,027",75.6%,8.7%
51529,"1,823","31,429","16,668","1,802",2,3,1,0,2,13,5,41.6,85,359,57,67,176,265,242,81,84,196,156,55,65.0%,425,"$52,900",785,560,174,734,479,392,59,255,223,2.41,3.01,"1,778",83.5%,12.3%
51530,"1,030","32,750","15,325","1,020",0,5,0,0,1,4,2,39.8,67,215,30,36,100,158,114,28,38,117,94,33,60.3%,194,"$75,400",411,304,74,378,261,219,28,117,99,2.58,3.14,866,81.2%,8.5%
51531,929,"36,964","16,650",920,0,1,7,0,0,1,2,49.3,30,179,13,13,64,115,107,55,38,108,107,100,53.7%,220,"$65,800",380,293,64,357,258,226,28,99,93,2.34,2.78,830,82.6%,14.7%
