member_number,date_joined,date_expired,status,member_level,2016 Full Year Member
30082,2015,2016,Expired,Primary,Yes
30083,2015,2016,Expired,Primary,Yes
30085,2015,2017,Active,Primary,Yes
30086,2015,2016,Expired,Primary,Yes
30087,2015,2016,Expired,Primary,Yes
30088,2015,2017,Active,Primary,Yes
30090,2015,2017,Active,Primary,Yes
30091,2015,2016,Expired,Primary,Yes
30092,2015,2017,Active,Primary,Yes
30093,2015,2016,Expired,Primary,Yes
30095,2015,2017,Active,Primary,Yes
30096,2015,2016,Expired,Primary,Yes
30097,2015,2017,Active,Primary,Yes
30098,2015,2017,Active,Primary,Yes
30099,2015,2017,Active,Primary,Yes
30100,2015,2016,Expired,Primary,Yes
30101,2015,2016,Expired,Primary,Yes
30102,2015,2017,Active,Primary,Yes
30106,2015,2016,Expired,Primary,Yes
30107,2015,2016,Expired,Primary,Yes
30108,2015,2017,Active,Primary,Yes
30109,2015,2016,Expired,Primary,Yes
30111,2015,2017,Active,Primary,Yes
30112,2015,2016,Expired,Primary,Yes
30113,2015,2016,Expired,Primary,Yes
30114,2015,2016,Expired,Primary,Yes
30115,2015,2016,Expired,Primary,Yes
30116,2015,2016,Expired,Primary,Yes
30117,2015,2016,Expired,Primary,Yes
30118,2015,2016,Expired,Primary,Yes
30119,2015,2016,Expired,Primary,Yes
30120,2015,2016,Expired,Primary,Yes
30123,2015,2016,Expired,Primary,Yes
30124,2015,2016,Expired,Primary,Yes
30125,2015,2018,Active,Primary,Yes
30126,2015,2016,Expired,Primary,Yes
30127,2015,2017,Active,Primary,Yes
30128,2015,2016,Expired,Primary,Yes
30129,2015,2017,Active,Primary,Yes
30130,2015,2016,Expired,Primary,Yes
30131,2015,2017,Active,Primary,Yes
30132,2015,2017,Active,Primary,Yes
30133,2015,2017,Active,Primary,Yes
30134,2015,2016,Expired,Primary,Yes
30138,2015,2016,Expired,Primary,Yes
30139,2015,2016,Expired,Primary,Yes
30140,2015,2016,Expired,Primary,Yes
30141,2015,2017,Active,Primary,Yes
30142,2015,2017,Active,Primary,Yes
30143,2015,2017,Active,Primary,Yes
30144,2015,2016,Expired,Primary,Yes
30145,2015,2018,Active,Primary,Yes
30146,2015,2016,Expired,Primary,Yes
30147,2015,2016,Expired,Primary,Yes
30148,2015,2017,Active,Primary,Yes
30149,2015,2016,Expired,Primary,Yes
30150,2015,2016,Expired,Primary,Yes
30151,2015,2016,Expired,Primary,Yes
30152,2015,2017,Active,Primary,Yes
30153,2015,2017,Active,Primary,Yes
30154,2015,2017,Active,Primary,Yes
30156,2015,2017,Active,Primary,Yes
30157,2015,2018,Active,Primary,Yes
30158,2015,2017,Active,Primary,Yes
30159,2015,2017,Active,Primary,Yes
30160,2015,2017,Active,Primary,Yes
30163,2015,2017,Active,Primary,Yes
30166,2015,2017,Active,Primary,Yes
30167,2015,2016,Expired,Primary,Yes
30168,2015,2018,Active,Primary,Yes
30169,2015,2017,Active,Primary,Yes
30171,2015,2017,Active,Primary,Yes
30172,2015,2018,Active,Primary,Yes
30173,2015,2017,Active,Primary,Yes
30175,2015,2025,Active,Primary,Yes
30176,2015,2016,Expired,Primary,Yes
30177,2015,2017,Active,Primary,Yes
30178,2015,2016,Expired,Primary,Yes
30179,2015,2017,Active,Primary,Yes
30180,2015,2016,Expired,Primary,Yes
30181,2015,2018,Active,Primary,Yes
30182,2015,2017,Active,Primary,Yes
30183,2015,2016,Expired,Primary,Yes
30184,2015,2016,Expired,Primary,Yes
30185,2015,2016,Expired,Primary,Yes
30186,2015,2016,Expired,Primary,Yes
30187,2015,2016,Expired,Primary,Yes
30188,2015,2016,Expired,Primary,Yes
30189,2015,2016,Expired,Primary,Yes
30191,2015,2016,Expired,Primary,Yes
30193,2015,2017,Active,Primary,Yes
30194,2015,2017,Active,Primary,Yes
30195,2015,2017,Active,Primary,Yes
30196,2015,2016,Expired,Primary,Yes
30197,2015,2016,Expired,Primary,Yes
30198,2015,2017,Active,Primary,Yes
30199,2015,2017,Active,Primary,Yes
30200,2015,2016,Expired,Primary,Yes
30201,2015,2017,Active,Primary,Yes
30202,2015,2017,Active,Primary,Yes
30204,2015,2016,Expired,Primary,Yes
30205,2015,2017,Active,Primary,Yes
30206,2015,2019,Active,Primary,Yes
30207,2015,2016,Expired,Primary,Yes
30209,2015,2016,Expired,Primary,Yes
30210,2015,2017,Active,Primary,Yes
30211,2015,2017,Active,Primary,Yes
30212,2015,2016,Expired,Primary,Yes
30213,2015,2017,Active,Primary,Yes
30214,2015,2016,Expired,Primary,Yes
30216,2015,2016,Expired,Primary,Yes
30217,2015,2016,Expired,Primary,Yes
30218,2015,2016,Expired,Primary,Yes
30219,2015,2016,Expired,Primary,Yes
30220,2015,2017,Active,Primary,Yes
30221,2015,2016,Expired,Primary,Yes
30223,2015,2017,Active,Primary,Yes
30225,2015,2016,Expired,Primary,Yes
30226,2015,2017,Active,Primary,Yes
30227,2015,2016,Expired,Primary,Yes
30228,2015,2017,Active,Primary,Yes
30229,2015,2017,Active,Primary,Yes
30230,2015,2016,Expired,Primary,Yes
30231,2015,2016,Expired,Primary,Yes
30232,2015,2017,Active,Primary,Yes
30236,2015,2016,Expired,Primary,Yes
30237,2015,2017,Active,Primary,Yes
30238,2015,2019,Active,Primary,Yes
30240,2015,2017,Active,Primary,Yes
30241,2015,2016,Expired,Primary,Yes
30242,2015,2016,Expired,Primary,Yes
30243,2015,2017,Active,Primary,Yes
30244,2015,2016,Expired,Primary,Yes
30245,2015,2016,Expired,Primary,Yes
30246,2015,2016,Expired,Primary,Yes
30247,2015,2016,Expired,Primary,Yes
30248,2015,2016,Expired,Primary,Yes
30249,2015,2016,Expired,Primary,Yes
30250,2015,2018,Active,Primary,Yes
30251,2015,2016,Expired,Primary,Yes
30252,2015,2017,Active,Primary,Yes
30254,2015,2017,Active,Primary,Yes
30255,2015,2016,Expired,Primary,Yes
30256,2015,2017,Active,Primary,Yes
30258,2015,2016,Expired,Primary,Yes
30259,2015,2016,Expired,Primary,Yes
30260,2015,2016,Expired,Primary,Yes
30261,2015,2017,Active,Primary,Yes
30262,2015,2016,Expired,Primary,Yes
30264,2015,2016,Expired,Primary,Yes
30265,2015,2016,Expired,Primary,Yes
30266,2015,2017,Active,Primary,Yes
30267,2015,2017,Active,Primary,Yes
30268,2015,2016,Expired,Primary,Yes
30269,2015,2017,Active,Primary,Yes
30270,2015,2017,Active,Primary,Yes
30271,2015,2017,Active,Primary,Yes
30272,2015,2016,Expired,Primary,Yes
30273,2015,2016,Expired,Primary,Yes
30274,2015,2016,Expired,Primary,Yes
30275,2015,2017,Active,Primary,Yes
30276,2015,2016,Expired,Primary,Yes
30277,2015,2017,Active,Primary,Yes
30278,2015,2017,Active,Primary,Yes
30279,2015,2016,Expired,Primary,Yes
30280,2015,2017,Active,Primary,Yes
30282,2015,2017,Active,Primary,Yes
30283,2015,2018,Active,Primary,Yes
30284,2015,2016,Expired,Primary,Yes
30286,2015,2018,Active,Primary,Yes
30287,2015,2017,Active,Primary,Yes
30288,2015,2016,Expired,Primary,Yes
30289,2015,2016,Expired,Primary,Yes
30290,2015,2016,Expired,Primary,Yes
30291,2015,2016,Expired,Primary,Yes
30294,2015,2017,Active,Primary,Yes
30295,2015,2017,Active,Primary,Yes
30298,2015,2017,Active,Primary,Yes
30299,2015,2017,Active,Primary,Yes
30301,2015,2016,Expired,Primary,Yes
30303,2015,2017,Active,Primary,Yes
30304,2015,2016,Expired,Primary,Yes
30305,2015,2016,Expired,Primary,Yes
30306,2015,2017,Active,Primary,Yes
30307,2015,2017,Active,Primary,Yes
30308,2015,2017,Active,Primary,Yes
30309,2015,2016,Expired,Primary,Yes
30310,2015,2018,Active,Primary,Yes
30311,2015,2016,Expired,Primary,Yes
30312,2015,2016,Expired,Primary,Yes
30313,2015,2016,Expired,Primary,Yes
30315,2015,2017,Active,Primary,Yes
30316,2015,2017,Active,Primary,Yes
30317,2015,2017,Active,Primary,Yes
30318,2015,2017,Active,Primary,Yes
30319,2015,2016,Expired,Primary,Yes
30321,2015,2016,Expired,Primary,Yes
30322,2015,2017,Active,Primary,Yes
30323,2015,2016,Expired,Primary,Yes
30325,2015,2016,Expired,Primary,Yes
30326,2015,2017,Active,Primary,Yes
30327,2015,2017,Active,Primary,Yes
30328,2015,2018,Active,Primary,Yes
30329,2015,2017,Active,Primary,Yes
30330,2015,2016,Expired,Primary,Yes
30331,2015,2017,Active,Primary,Yes
30332,2015,2017,Active,Primary,Yes
30333,2015,2016,Expired,Primary,Yes
30334,2015,2016,Expired,Primary,Yes
30335,2015,2016,Expired,Primary,Yes
30336,2015,2016,Expired,Primary,Yes
30338,2015,2016,Expired,Primary,Yes
30339,2015,2016,Expired,Primary,Yes
30340,2015,2016,Expired,Primary,Yes
30341,2015,2016,Expired,Primary,Yes
30343,2015,2016,Expired,Primary,Yes
30344,2015,2017,Active,Primary,Yes
30345,2015,2017,Active,Primary,Yes
30346,2015,2017,Active,Primary,Yes
30348,2015,2017,Active,Primary,Yes
30350,2015,2017,Active,Primary,Yes
30353,2015,2016,Expired,Primary,Yes
30354,2015,2018,Active,Primary,Yes
30355,2015,2017,Active,Primary,Yes
30356,2015,2016,Expired,Primary,Yes
30357,2015,2017,Active,Primary,Yes
30358,2015,2016,Expired,Primary,Yes
30359,2015,2017,Active,Primary,Yes
30360,2015,2016,Expired,Primary,Yes
30362,2015,2016,Expired,Primary,Yes
30363,2015,2017,Active,Primary,Yes
30364,2015,2016,Expired,Primary,Yes
30365,2015,2016,Expired,Primary,Yes
30366,2015,2016,Expired,Primary,Yes
30369,2015,2017,Active,Primary,Yes
30370,2015,2016,Expired,Primary,Yes
30371,2015,2016,Expired,Primary,Yes
30372,2015,2016,Expired,Primary,Yes
30373,2015,2017,Active,Primary,Yes
30375,2015,2016,Expired,Primary,Yes
30376,2015,2016,Expired,Primary,Yes
30379,2015,2016,Expired,Primary,Yes
30380,2015,2016,Expired,Primary,Yes
30381,2015,2016,Expired,Primary,Yes
30383,2015,2016,Expired,Primary,Yes
30386,2015,2016,Expired,Primary,Yes
30388,2015,2017,Active,Primary,Yes
30389,2015,2016,Expired,Primary,Yes
30390,2015,2017,Active,Primary,Yes
30392,2015,2017,Active,Primary,Yes
30394,2015,2017,Active,Primary,Yes
30395,2015,2016,Expired,Primary,Yes
30396,2015,2017,Active,Primary,Yes
30397,2015,2016,Expired,Primary,Yes
30398,2015,2017,Active,Primary,Yes
30399,2015,2017,Active,Primary,Yes
30400,2015,2016,Expired,Primary,Yes
30402,2015,2016,Expired,Primary,Yes
30403,2015,2017,Active,Primary,Yes
30404,2015,2016,Expired,Primary,Yes
30406,2015,2016,Expired,Primary,Yes
30408,2015,2017,Active,Primary,Yes
30409,2015,2017,Active,Primary,Yes
30411,2015,2016,Expired,Primary,Yes
30413,2015,2016,Expired,Primary,Yes
30414,2015,2017,Active,Primary,Yes
30415,2015,2016,Expired,Primary,Yes
30416,2015,2017,Active,Primary,Yes
30417,2015,2016,Expired,Primary,Yes
30418,2015,2016,Expired,Primary,Yes
30419,2015,2017,Active,Primary,Yes
30420,2015,2016,Expired,Primary,Yes
30422,2015,2016,Expired,Primary,Yes
30423,2015,2017,Active,Primary,Yes
30424,2015,2016,Expired,Primary,Yes
30425,2015,2017,Active,Primary,Yes
30426,2015,2017,Active,Primary,Yes
30427,2015,2016,Expired,Primary,Yes
30428,2015,2017,Active,Primary,Yes
30429,2015,2017,Active,Primary,Yes
30430,2015,2017,Active,Primary,Yes
30431,2015,2016,Expired,Primary,Yes
30432,2015,2016,Expired,Primary,Yes
30433,2015,2016,Expired,Primary,Yes
30434,2015,2016,Expired,Primary,Yes
30435,2015,2017,Active,Primary,Yes
30437,2015,2016,Expired,Primary,Yes
30439,2015,2017,Active,Primary,Yes
30440,2015,2016,Expired,Primary,Yes
30441,2015,2018,Active,Primary,Yes
30444,2015,2016,Expired,Primary,Yes
30445,2015,2017,Active,Primary,Yes
30446,2015,2017,Active,Primary,Yes
30447,2015,2017,Active,Primary,Yes
30448,2015,2016,Expired,Primary,Yes
30449,2015,2016,Expired,Primary,Yes
30451,2015,2017,Active,Primary,Yes
30452,2015,2016,Expired,Primary,Yes
30454,2015,2017,Active,Primary,Yes
30455,2015,2017,Active,Primary,Yes
30456,2015,2017,Active,Primary,Yes
30457,2015,2016,Expired,Primary,Yes
30458,2015,2016,Expired,Primary,Yes
30459,2015,2017,Active,Primary,Yes
30461,2015,2016,Expired,Primary,Yes
30462,2015,2017,Active,Primary,Yes
30463,2015,2017,Active,Primary,Yes
30464,2015,2018,Active,Primary,Yes
30465,2015,2017,Active,Primary,Yes
30467,2015,2017,Active,Primary,Yes
30469,2015,2016,Expired,Primary,Yes
30470,2015,2017,Active,Primary,Yes
30471,2015,2017,Active,Primary,Yes
30472,2015,2017,Active,Primary,Yes
30473,2015,2017,Active,Primary,Yes
30475,2015,2017,Active,Primary,Yes
30476,2015,2016,Expired,Primary,Yes
30477,2015,2016,Expired,Primary,Yes
30478,2015,2017,Active,Primary,Yes
30479,2015,2017,Active,Primary,Yes
30480,2015,2016,Expired,Primary,Yes
30481,2015,2016,Expired,Primary,Yes
30483,2015,2017,Active,Primary,Yes
30485,2015,2018,Active,Primary,Yes
30487,2015,2017,Active,Primary,Yes
30489,2015,2016,Expired,Primary,Yes
30490,2015,2016,Expired,Primary,Yes
30491,2015,2016,Expired,Primary,Yes
30493,2015,2017,Active,Primary,Yes
30495,2015,2016,Expired,Primary,Yes
30496,2015,2016,Expired,Primary,Yes
30497,2015,2016,Expired,Primary,Yes
30498,2015,2017,Active,Primary,Yes
30500,2015,2017,Active,Primary,Yes
30501,2015,2016,Expired,Primary,Yes
30502,2015,2016,Expired,Primary,Yes
30503,2015,2016,Expired,Primary,Yes
30504,2015,2017,Active,Primary,Yes
30505,2015,2017,Active,Primary,Yes
30506,2015,2017,Active,Primary,Yes
30507,2015,2016,Expired,Primary,Yes
30508,2015,2017,Active,Primary,Yes
30510,2015,2016,Expired,Primary,Yes
30511,2015,2016,Expired,Primary,Yes
30512,2015,2016,Expired,Primary,Yes
30513,2015,2016,Expired,Primary,Yes
30514,2015,2017,Active,Primary,Yes
30515,2015,2020,Active,Primary,Yes
30517,2015,2016,Expired,Primary,Yes
30518,2015,2019,Active,Primary,Yes
30519,2015,2017,Active,Primary,Yes
30520,2015,2016,Expired,Primary,Yes
30521,2015,2016,Expired,Primary,Yes
30523,2015,2017,Active,Primary,Yes
30524,2015,2017,Active,Primary,Yes
30525,2015,2016,Expired,Primary,Yes
30526,2015,2016,Expired,Primary,Yes
30527,2015,2017,Active,Primary,Yes
30528,2015,2018,Active,Primary,Yes
30529,2015,2016,Expired,Primary,Yes
30530,2015,2017,Active,Primary,Yes
30531,2015,2017,Active,Primary,Yes
30532,2015,2016,Expired,Primary,Yes
30533,2015,2017,Active,Primary,Yes
30534,2015,2016,Expired,Primary,Yes
30537,2015,2017,Active,Primary,Yes
30538,2015,2016,Expired,Primary,Yes
30539,2015,2017,Active,Primary,Yes
30540,2015,2017,Active,Primary,Yes
30541,2015,2017,Active,Primary,Yes
30542,2015,2016,Expired,Primary,Yes
30544,2015,2016,Expired,Primary,Yes
30545,2015,2017,Active,Primary,Yes
30546,2015,2017,Active,Primary,Yes
30547,2015,2017,Active,Primary,Yes
30548,2015,2016,Expired,Primary,Yes
30549,2015,2018,Active,Primary,Yes
30550,2015,2017,Active,Primary,Yes
30551,2015,2016,Expired,Primary,Yes
30552,2015,2016,Expired,Primary,Yes
30553,2015,2016,Expired,Primary,Yes
30554,2015,2017,Active,Primary,Yes
30556,2015,2017,Active,Primary,Yes
30557,2015,2016,Expired,Primary,Yes
30558,2015,2016,Expired,Primary,Yes
30559,2015,2017,Active,Primary,Yes
30560,2015,2017,Active,Primary,Yes
30561,2015,2017,Active,Primary,Yes
30562,2015,2016,Expired,Primary,Yes
30563,2015,2016,Expired,Primary,Yes
30564,2015,2017,Active,Primary,Yes
30565,2015,2016,Expired,Primary,Yes
30566,2015,2016,Expired,Primary,Yes
30568,2015,2017,Active,Primary,Yes
30570,2015,2017,Active,Primary,Yes
30571,2015,2016,Expired,Primary,Yes
30572,2015,2017,Active,Primary,Yes
30573,2015,2016,Expired,Primary,Yes
30574,2015,2016,Expired,Primary,Yes
30575,2015,2017,Active,Primary,Yes
30576,2015,2016,Expired,Primary,Yes
30577,2015,2016,Expired,Primary,Yes
30578,2015,2017,Active,Primary,Yes
30579,2015,2017,Active,Primary,Yes
30581,2015,2017,Active,Primary,Yes
30582,2015,2017,Active,Primary,Yes
30585,2015,2017,Active,Primary,Yes
30587,2015,2017,Active,Primary,Yes
30591,2015,2016,Expired,Primary,Yes
30592,2015,2016,Expired,Primary,Yes
30594,2015,2017,Active,Primary,Yes
30595,2015,2017,Active,Primary,Yes
30596,2015,2017,Active,Primary,Yes
30598,2015,2017,Active,Primary,Yes
30599,2015,2017,Active,Primary,Yes
30600,2015,2017,Active,Primary,Yes
30602,2015,2017,Active,Primary,Yes
30603,2015,2016,Expired,Primary,Yes
30605,2015,2016,Expired,Primary,Yes
30607,2015,2018,Active,Primary,Yes
30608,2015,2016,Expired,Primary,Yes
30610,2015,2017,Active,Primary,Yes
30611,2015,2017,Active,Primary,Yes
30613,2015,2016,Expired,Primary,Yes
30615,2015,2020,Active,Primary,Yes
30616,2015,2016,Expired,Primary,Yes
30617,2015,2016,Expired,Primary,Yes
30618,2015,2016,Expired,Primary,Yes
30622,2015,2016,Expired,Primary,Yes
30623,2015,2017,Active,Primary,Yes
30624,2015,2016,Expired,Primary,Yes
30625,2015,2016,Expired,Primary,Yes
30627,2015,2017,Active,Primary,Yes
30628,2015,2017,Active,Primary,Yes
30629,2015,2016,Expired,Primary,Yes
30630,2015,2016,Expired,Primary,Yes
30631,2015,2017,Active,Primary,Yes
30634,2015,2017,Active,Primary,Yes
30635,2015,2016,Expired,Primary,Yes
30636,2015,2018,Active,Primary,Yes
30637,2015,2016,Expired,Primary,Yes
30638,2015,2016,Expired,Primary,Yes
30639,2015,2017,Active,Primary,Yes
30641,2015,2017,Active,Primary,Yes
30643,2015,2018,Active,Primary,Yes
30644,2015,2017,Active,Primary,Yes
30648,2015,2017,Active,Primary,Yes
30651,2015,2016,Expired,Primary,Yes
30652,2015,2016,Expired,Primary,Yes
30653,2015,2016,Expired,Primary,Yes
30654,2015,2016,Expired,Primary,Yes
30655,2015,2017,Active,Primary,Yes
30656,2015,2017,Active,Primary,Yes
30657,2015,2018,Active,Primary,Yes
30658,2015,2016,Expired,Primary,Yes
30659,2015,2016,Expired,Primary,Yes
30660,2015,2017,Active,Primary,Yes
30661,2015,2016,Expired,Primary,Yes
30662,2015,2017,Active,Primary,Yes
30663,2015,2017,Active,Primary,Yes
30664,2015,2016,Expired,Primary,Yes
30666,2015,2017,Active,Primary,Yes
30667,2015,2017,Active,Primary,Yes
30668,2015,2017,Active,Primary,Yes
30669,2015,2017,Active,Primary,Yes
30670,2015,2016,Expired,Primary,Yes
30672,2015,2016,Expired,Primary,Yes
30673,2015,2017,Active,Primary,Yes
30674,2015,2017,Active,Primary,Yes
30677,2015,2017,Active,Primary,Yes
30678,2015,2017,Active,Primary,Yes
30679,2015,2018,Active,Primary,Yes
30681,2015,2016,Expired,Primary,Yes
30682,2015,2016,Expired,Primary,Yes
30683,2015,2016,Expired,Primary,Yes
30684,2015,2019,Active,Primary,Yes
30685,2015,2018,Active,Primary,Yes
30687,2015,2016,Expired,Primary,Yes
30690,2015,2017,Active,Primary,Yes
30691,2015,2017,Active,Primary,Yes
30693,2015,2017,Active,Primary,Yes
30694,2015,2017,Active,Primary,Yes
30696,2015,2016,Expired,Primary,Yes
30697,2015,2017,Active,Primary,Yes
30698,2015,2017,Active,Primary,Yes
30700,2015,2016,Expired,Primary,Yes
30701,2015,2016,Expired,Primary,Yes
30702,2015,2016,Expired,Primary,Yes
30703,2015,2016,Expired,Primary,Yes
30704,2015,2018,Active,Primary,Yes
30705,2015,2016,Expired,Primary,Yes
30706,2015,2019,Active,Primary,Yes
30707,2015,2016,Expired,Primary,Yes
30708,2015,2017,Active,Primary,Yes
30709,2015,2016,Expired,Primary,Yes
30710,2015,2016,Expired,Primary,Yes
30711,2015,2017,Active,Primary,Yes
30713,2015,2016,Expired,Primary,Yes
30714,2015,2017,Active,Primary,Yes
30715,2015,2016,Expired,Primary,Yes
30716,2015,2017,Active,Primary,Yes
30718,2015,2017,Active,Primary,Yes
30719,2015,2016,Expired,Primary,Yes
30720,2015,2017,Active,Primary,Yes
30721,2015,2017,Active,Primary,Yes
30722,2015,2016,Expired,Primary,Yes
30723,2015,2016,Expired,Primary,Yes
30724,2015,2016,Expired,Primary,Yes
30727,2015,2017,Active,Primary,Yes
30728,2015,2016,Expired,Primary,Yes
30729,2015,2017,Active,Primary,Yes
30730,2015,2017,Active,Primary,Yes
30731,2015,2017,Active,Primary,Yes
30732,2015,2016,Expired,Primary,Yes
30733,2015,2017,Active,Primary,Yes
30734,2015,2016,Expired,Primary,Yes
30735,2015,2016,Expired,Primary,Yes
30736,2015,2016,Expired,Primary,Yes
30738,2015,2016,Expired,Primary,Yes
30740,2015,2016,Expired,Primary,Yes
30741,2015,2016,Expired,Primary,Yes
30743,2015,2016,Expired,Primary,Yes
30744,2015,2018,Active,Primary,Yes
30745,2015,2016,Expired,Primary,Yes
30748,2015,2017,Active,Primary,Yes
30749,2015,2016,Expired,Primary,Yes
30750,2015,2017,Active,Primary,Yes
30751,2015,2016,Expired,Primary,Yes
30753,2015,2016,Expired,Primary,Yes
30754,2015,2016,Expired,Primary,Yes
30755,2015,2016,Expired,Primary,Yes
30756,2015,2017,Active,Primary,Yes
30757,2015,2016,Expired,Primary,Yes
30759,2015,2016,Expired,Primary,Yes
30760,2015,2017,Active,Primary,Yes
30761,2015,2016,Expired,Primary,Yes
30762,2015,2016,Expired,Primary,Yes
30763,2015,2017,Active,Primary,Yes
30764,2015,2017,Active,Primary,Yes
30765,2015,2016,Expired,Primary,Yes
30766,2015,2016,Expired,Primary,Yes
30767,2015,2016,Expired,Primary,Yes
30768,2015,2016,Expired,Primary,Yes
30769,2015,2017,Active,Primary,Yes
30770,2015,2016,Expired,Primary,Yes
30771,2015,2016,Expired,Primary,Yes
30772,2015,2017,Active,Primary,Yes
30773,2015,2017,Active,Primary,Yes
30775,2015,2016,Expired,Primary,Yes
30776,2015,2016,Expired,Primary,Yes
30777,2015,2016,Expired,Primary,Yes
30778,2015,2016,Expired,Primary,Yes
30779,2015,2016,Expired,Primary,Yes
30780,2015,2016,Expired,Primary,Yes
30782,2015,2017,Active,Primary,Yes
30783,2015,2015,Expired,Primary,No
30784,2015,2016,Expired,Primary,Yes
30785,2015,2017,Active,Primary,Yes
30786,2015,2017,Active,Primary,Yes
30787,2015,2016,Expired,Primary,Yes
30788,2015,2016,Expired,Primary,Yes
30789,2015,2017,Active,Primary,Yes
30790,2015,2017,Active,Primary,Yes
30791,2015,2016,Expired,Primary,Yes
30793,2015,2016,Expired,Primary,Yes
30794,2015,2016,Expired,Primary,Yes
30795,2015,2016,Expired,Primary,Yes
30797,2015,2018,Active,Primary,Yes
30800,2015,2017,Active,Primary,Yes
30801,2015,2017,Active,Primary,Yes
30802,2015,2017,Active,Primary,Yes
30803,2015,2016,Expired,Primary,Yes
30804,2015,2017,Active,Primary,Yes
30806,2015,2017,Active,Primary,Yes
30807,2015,2016,Expired,Primary,Yes
30808,2015,2016,Expired,Primary,Yes
30809,2015,2016,Expired,Primary,Yes
30811,2015,2016,Expired,Primary,Yes
30812,2015,2017,Active,Primary,Yes
30813,2015,2017,Active,Primary,Yes
30814,2015,2016,Expired,Primary,Yes
30815,2015,2017,Active,Primary,Yes
30817,2015,2016,Expired,Primary,Yes
30818,2015,2016,Expired,Primary,Yes
30819,2015,2017,Active,Primary,Yes
30820,2015,2016,Expired,Primary,Yes
30821,2015,2017,Active,Primary,Yes
30822,2015,2016,Expired,Primary,Yes
30823,2015,2016,Expired,Primary,Yes
30824,2015,2016,Expired,Primary,Yes
30826,2015,2016,Expired,Primary,Yes
30827,2015,2016,Expired,Primary,Yes
30828,2015,2018,Active,Primary,Yes
30829,2015,2017,Active,Primary,Yes
30830,2015,2016,Expired,Primary,Yes
30831,2015,2016,Expired,Primary,Yes
30832,2015,2016,Expired,Primary,Yes
30833,2015,2016,Expired,Primary,Yes
30834,2015,2016,Expired,Primary,Yes
30835,2015,2016,Expired,Primary,Yes
30838,2015,2017,Active,Primary,Yes
30839,2015,2017,Active,Primary,Yes
30841,2015,2017,Active,Primary,Yes
30842,2015,2016,Expired,Primary,Yes
30843,2015,2017,Active,Primary,Yes
30844,2015,2016,Expired,Primary,Yes
30845,2015,2016,Expired,Primary,Yes
30846,2015,2020,Active,Primary,Yes
30847,2015,2016,Expired,Primary,Yes
30849,2015,2017,Active,Primary,Yes
30850,2015,2017,Active,Primary,Yes
30851,2015,2017,Active,Primary,Yes
30852,2015,2016,Expired,Primary,Yes
30853,2015,2017,Active,Primary,Yes
30856,2015,2016,Expired,Primary,Yes
30858,2015,2016,Expired,Primary,Yes
30859,2015,2016,Expired,Primary,Yes
30860,2015,2017,Active,Primary,Yes
30861,2015,2017,Active,Primary,Yes
30862,2015,2016,Expired,Primary,Yes
30863,2015,2016,Expired,Primary,Yes
30864,2015,2016,Expired,Primary,Yes
30865,2015,2017,Active,Primary,Yes
30866,2015,2017,Active,Primary,Yes
30867,2015,2017,Active,Primary,Yes
30868,2015,2016,Expired,Primary,Yes
30869,2015,2016,Expired,Primary,Yes
30870,2015,2017,Active,Primary,Yes
30871,2015,2017,Active,Primary,Yes
30872,2015,2016,Expired,Primary,Yes
30873,2015,2016,Expired,Primary,Yes
30874,2015,2016,Expired,Primary,Yes
30875,2015,2016,Expired,Primary,Yes
30876,2015,2017,Active,Primary,Yes
30877,2015,2018,Active,Primary,Yes
30878,2015,2017,Active,Primary,Yes
30880,2015,2016,Expired,Primary,Yes
30881,2015,2016,Expired,Primary,Yes
30882,2015,2017,Active,Primary,Yes
30883,2015,2016,Expired,Primary,Yes
30884,2015,2016,Expired,Primary,Yes
30885,2015,2017,Active,Primary,Yes
30887,2015,2017,Active,Primary,Yes
30888,2015,2016,Expired,Primary,Yes
30889,2015,2016,Expired,Primary,Yes
30891,2015,2016,Expired,Primary,Yes
30892,2015,2016,Expired,Primary,Yes
30893,2015,2020,Active,Primary,Yes
30894,2015,2016,Expired,Primary,Yes
30895,2015,2016,Expired,Primary,Yes
30896,2015,2016,Expired,Primary,Yes
30897,2015,2017,Active,Primary,Yes
30898,2015,2017,Active,Primary,Yes
30899,2015,2017,Active,Primary,Yes
30900,2015,2016,Expired,Primary,Yes
30901,2015,2016,Expired,Primary,Yes
30902,2015,2016,Expired,Primary,Yes
30904,2015,2017,Active,Primary,Yes
30906,2015,2017,Active,Primary,Yes
30907,2015,2017,Active,Primary,Yes
30909,2015,2016,Expired,Primary,Yes
30911,2015,2017,Active,Primary,Yes
30912,2015,2016,Expired,Primary,Yes
30913,2015,2016,Expired,Primary,Yes
30915,2015,2016,Expired,Primary,Yes
30916,2015,2016,Expired,Primary,Yes
30917,2015,2016,Expired,Primary,Yes
30918,2015,2016,Expired,Primary,Yes
30919,2015,2016,Expired,Primary,Yes
30920,2015,2016,Expired,Primary,Yes
30921,2015,2017,Active,Primary,Yes
30923,2015,2017,Active,Primary,Yes
30924,2015,2017,Active,Primary,Yes
30925,2015,2016,Expired,Primary,Yes
30926,2015,2016,Expired,Primary,Yes
30927,2015,2017,Active,Primary,Yes
30929,2015,2017,Active,Primary,Yes
30931,2015,2016,Expired,Primary,Yes
30932,2015,2016,Expired,Primary,Yes
30933,2015,2016,Expired,Primary,Yes
